153226,A Love Movie (2003),2.75,2.0
122659,The Defector (1966),2.0,1.0
143681,'49-'17 (1917),2.625,4.0
135677,The New Monsters (1977),3.0,7.0
153134,Revue (2008),3.5,2.0
138460,The Man Who Will Come (2010),3.5714285714285716,7.0
69069,Fired Up (2009),3.094164456233422,377.0
171511,Honeycomb (1969),2.0,1.0
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),2.56532877882152,1171.0
3197,"Presidio, The (1988)",3.134831460674157,1335.0
177813,The Book of Revelation (2006),2.0,1.0
8786,Port of Shadows (Quai des brumes) (1938),3.793548387096774,155.0
135769,Baadshah (1999),3.4761904761904763,21.0
157665,Flamenco at 5:15 (1983),5.0,1.0
169832,Tainá: Uma Aventura na Amazônia (2001),3.0,1.0
171971,"Wax, or the Discovery of Television Among the Bees (1991)",2.7857142857142856,7.0
84019,Cool It (2010),3.1923076923076925,13.0
75831,"Hollywood Revue of 1929, The (1929)",2.1666666666666665,12.0
192717,Live (2014),2.5,2.0
136505,True North (2006),2.75,2.0
182551,Mr. Roosevelt (2017),3.7,10.0
7889,Pat Garrett and Billy the Kid (1973),3.535928143712575,334.0
33235,Isadora (1968),3.3,10.0
120911,My Best Enemy (2006),2.0,3.0
190187,The Graduation (2017),3.25,4.0
150880,Ajlawju (1999),3.3333333333333335,3.0
161598,1812 (1912),1.5,2.0
179423,The Hillz (2004),1.0,3.0
91862,Local Color (1977),3.75,4.0
136850,Villain (1971),3.8333333333333335,3.0
170959,Maudie (2017),3.4901960784313726,51.0
102557,Kiss of the Damned (2012),2.9318181818181817,22.0
99222,Silent Night (2012),2.45,20.0
127673,Sweet Deceptions (1960),3.0,2.0
147384,Doctor Who: The Runaway Bride (2007),3.9484029484029484,407.0
132894,Cenizas del Paraiso (1997),3.25,4.0
97037,Madonna of the Seven Moons (1945),3.0,3.0
177905,The Mouth Agape (1974),4.5,2.0
187841,Dharmathin Thalaivan (1988),3.5,1.0
26703,Riff-Raff (1991),3.4074074074074074,27.0
185081,Annabelle's Wish (1997),3.7,5.0
2346,"Stepford Wives, The (1975)",3.278678556951763,2467.0
172891,Robotropolis (2011),3.5,2.0
183425,Go Ask Alice (1973),2.5,1.0
27094,Flowers of Shanghai (1998),3.4583333333333335,24.0
146648,Fighter Pilot: Operation Red Flag (2004),3.375,4.0
132112,Good Kill (2014),3.418918918918919,111.0
110377,Fiston (2014),2.4285714285714284,7.0
460,Getting Even with Dad (1994),2.4293933054393304,956.0
87860,Strapped (2010),3.7,10.0
89102,Freakonomics (2010),3.4210526315789473,171.0
186691,Sunday Holiday (2017),2.0,1.0
7613,White Palace (1990),3.245833333333333,120.0
188945,Janeane Garofalo: If You Will (2010),4.0,1.0
187795,City Loop (2000),3.5,1.0
5796,Casino Royale (1967),2.9187562688064195,997.0
47518,Accepted (2006),3.2653411880216003,2037.0
59869,"Andromeda Strain, The (2008)",3.175324675324675,77.0
25829,Revolt of the Zombies (1936),1.4,10.0
3611,Saludos Amigos (1943),2.929054054054054,148.0
60490,Lost Islands (2008),3.75,2.0
54648,Rush Hour 3 (2007),3.105666156202144,1959.0
192855,"Happier times, Grump (2018)",3.375,4.0
6831,Nobody's Baby (2001),2.466666666666667,15.0
147982,"Hello, Frisco, Hello (1943)",2.0,1.0
144670,Freedom Riders (2010),3.642857142857143,7.0
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.8846378504672896,1712.0
6693,Venus Boyz (2001),3.15,10.0
78729,24: Redemption (2008),3.492957746478873,284.0
193683,Alien Code (2017),0.5,1.0
147430,Antidote (2014),4.25,2.0
99521,"Incruste, L' (a.k.a. L'Incruste, fallait pas le laisser entrer!) (2004)",2.5,1.0
173535,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980),4.097560975609756,82.0
131652,Garden of Love (2003),1.125,4.0
167670,Perry Mason: The Case of the Reckless Romeo (1992),3.0,1.0
135815,The Magnificent Ruffians (1979),2.6666666666666665,3.0
34155,Saraband (2003),3.6945945945945944,185.0
147775,Dancing on the Edge (2013),3.8,5.0
157573,Thoonga Vanam (2015),3.125,4.0
117622,Don't Answer the Phone! (1980),1.6666666666666667,3.0
148488,Christmas Icetastrophe (2014),3.0,1.0
150052,Turquaze (2010),2.5,2.0
80891,Hunger (2009),3.1481481481481484,27.0
184667,Expedition Happiness (2017),3.375,4.0
142669,Varg Veum - Black Sheep (2011),3.0,2.0
133745,The Ransom of Red Chief (1998),2.0,2.0
98509,Bank Error in Your Favour (Erreur de la banque en votre faveur) (2009),3.4375,8.0
71438,Still Walking (Aruitemo aruitemo) (2008),3.8079710144927534,138.0
102051,Iron Man: Rise Of Technovore (2013),2.816326530612245,49.0
98325,"Quare Fellow, The (a.k.a. The Condemned Man) (1962)",3.0,2.0
189083,Bitterly! 2 (2014),1.8,5.0
8119,Crossroads (1986),3.208955223880597,268.0
163691,City 40 (2016),3.1923076923076925,13.0
172845,Kiss through the Wall (2011),2.2916666666666665,12.0
5727,Deadly Blessing (1981),2.717391304347826,46.0
147292,Retribution (1967),4.5,1.0
101016,"Suitor, The (Soupirant, Le) (1962)",3.5,6.0
97957,Excision (2012),3.2449664429530203,149.0
127995,The Dead Season (1968),3.125,4.0
146878,Le Grand Restaurant (1966),3.640625,32.0
131928,Lovelines (1984),2.5,2.0
148074,Likaiset kädet (1989),2.8,5.0
125143,"Cossacks, The (1928)",2.5,1.0
67298,Hangman's Knot (1952),2.8333333333333335,3.0
4577,Casualties of War (1989),3.3632580261593343,841.0
30820,"Woodsman, The (2004)",3.619090909090909,1100.0
175375,Swineherd and Shepherd (1941),3.0,2.0
93702,Tropical Fish (Re dai yu) (1995),3.25,4.0
158286,Singam (2010),3.0625,8.0
88044,Love (Szerelem) (1971),3.7222222222222223,9.0
76153,Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002),3.5,22.0
167348,¡A mí la legión! (1942),2.25,2.0
164887,The Bunnyman Resurrection (2014),1.5,1.0
153272,Mirrored Mind (2006),3.0,2.0
114011,"New Rulers of the World, The (2001)",4.25,2.0
158585,Bal-Can-Can (2005),2.9166666666666665,6.0
32959,Boy (Shônen) (1969),3.5833333333333335,6.0
79718,Sheep Eaters (Lampaansyöjät) (1972),3.227272727272727,11.0
47886,Yrrol: An Enormously Well Thought Out Movie (Yrrol - en kolossalt genomtänkt film) (1994),3.176470588235294,17.0
100395,Shadow People  (2007),1.6666666666666667,3.0
183333,"O, Luckyman! (2009)",5.0,1.0
143543,Rainbow Bridge (1972),3.5,1.0
4853,Brannigan (1975),2.8010752688172045,93.0
136528,Miracle In Lane 2 (2000),2.25,8.0
112493,Seven Brothers (Seitsemän veljestä) (1979),3.0,2.0
81857,Maytime (1937),3.5,2.0
105616,"Frozen Ghost, The (1945)",3.0,3.0
148902,View From A Blue Moon (2015),3.25,2.0
120773,Lady Liberty (1971),3.0,1.0
142232,Eden Lodge (2015),1.5,3.0
188025,Sparrow (1993),4.0,1.0
88343,"Sleeping Beauty, The (La belle endormie) (2010)",2.9583333333333335,12.0
191797,Psychic School Wars (2012),2.5,1.0
72956,How 2 Build a Rapper (2008),3.5,1.0
122521,Spooky Buddies (2011),2.2222222222222223,9.0
25944,"Pirate, The (1948)",3.581081081081081,37.0
173995,Home Made Home (1951),2.5,2.0
1656,Swept from the Sea (1997),3.2127659574468086,141.0
139909,Russian Terminator (1989),2.0,4.0
135470,Without Fail (2014),3.0,2.0
177583,Ostende (2011),2.8333333333333335,3.0
136804,Russell Madness (2015),1.8571428571428572,7.0
110515,Superdad (1973),2.0,6.0
108422,2 + 2 (Dos más dos) (2012),3.1,5.0
89930,Superheroes (2011),3.0476190476190474,21.0
123165,Mongolian Death Worm (2010),1.625,8.0
178549,No Big Deal (1983),3.5,1.0
182965,Cholera Street (1997),4.0,1.0
189957,The Witness (1969),3.5,1.0
142094,Alice in Wonderland (1915),2.75,4.0
156745,From Hand to Mouth (1919),3.375,4.0
149776,Buddha Mountain (2010),2.3333333333333335,3.0
34063,Gambit (1966),3.5337837837837838,74.0
147246,Adventures of Mowgli (1973),3.524390243902439,41.0
759,Maya Lin: A Strong Clear Vision (1994),3.856396866840731,383.0
155595,The Confirmation (2016),3.1538461538461537,39.0
4163,Carman: The Champion (2001),2.1375,40.0
124131,Lewis Black: Stark Raving Black (2009),3.5172413793103448,29.0
